id,state_id,state_name,district_id,district_name,market_id,market_name,census_state_id,census_state_name,census_district_id,census_district_name,commodity_id,commodity_name,variety,grade,min_price,max_price,modal_price,date
56027155,KK,Karnataka,19,"Karwar(Uttar Kannad)",795,Yellapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Cqca,,22899,32899,29499,2022-01-03
56027156,KK,Karnataka,19,"Karwar(Uttar Kannad)",795,Yellapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Tattibettee,,38509,43960,42099,2022-01-03
56027157,KK,Karnataka,19,"Karwar(Uttar Kannad)",795,Yellapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Rashi,,44169,51769,49799,2022-01-03
56027158,KK,Karnataka,19,"Karwar(Uttar Kannad)",795,Yellapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Chali,,40168,48757,48751,2022-01-03
56027159,KK,Karnataka,19,"Karwar(Uttar Kannad)",796,Sirsi,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Bilegotu,,22899,41760,30801,2022-01-03
56027160,KK,Karnataka,19,"Karwar(Uttar Kannad)",796,Sirsi,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Bette,,28699,47999,42182,2022-01-03
56027161,KK,Karnataka,19,"Karwar(Uttar Kannad)",796,Sirsi,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Rashi,,42299,48741,47203,2022-01-03
56027162,KK,Karnataka,19,"Karwar(Uttar Kannad)",796,Sirsi,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Chali,,31919,49242,48849,2022-01-03
56027163,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",744,Mangalore,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),Cqca,,20000,30500,25000,2022-01-03
56027164,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",745,Puttur,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),"New Variety",,27500,45000,36250,2022-01-03
56027165,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",747,Belthangdi,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),"New Variety",,28000,45000,35000,2022-01-03
56027166,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",747,Belthangdi,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),Other,,18000,37000,25000,2022-01-03
56027167,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",748,Bantwala,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),Cqca,,12500,25000,22500,2022-01-03
56027168,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",748,Bantwala,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),"New Variety",,27500,45000,42000,2022-01-03
56027169,KK,Karnataka,23,Shimoga,781,Shimoga,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Bette,,47400,53211,50660,2022-01-03
56027170,KK,Karnataka,23,Shimoga,781,Shimoga,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Saraku,,50009,65699,64010,2022-01-03
56027171,KK,Karnataka,23,Shimoga,781,Shimoga,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Gorabalu,,16100,36799,35090,2022-01-03
56027172,KK,Karnataka,23,Shimoga,781,Shimoga,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Rashi,,43099,47300,46700,2022-01-03
56027173,KK,Karnataka,23,Shimoga,782,Sagar,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Sippegotu,,5690,25262,24862,2022-01-03
56027174,KK,Karnataka,23,Shimoga,782,Sagar,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Bilegotu,,18399,34299,32219,2022-01-03
56027175,KK,Karnataka,23,Shimoga,782,Sagar,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Kempugotu,,24109,38809,32899,2022-01-03
56027176,KK,Karnataka,23,Shimoga,782,Sagar,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Cqca,,21899,35499,29129,2022-01-03
56027177,KK,Karnataka,23,Shimoga,782,Sagar,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Rashi,,36899,47301,46699,2022-01-03
56027178,KK,Karnataka,23,Shimoga,782,Sagar,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Chali,,31219,47110,45099,2022-01-03
56027179,KK,Karnataka,24,Tumkur,784,Tumkur,29,KARNATAKA,571,Tumkur,140,Arecanut(Betelnut/Supari),Rashi,,45600,46900,46400,2022-01-03
56027180,KK,Karnataka,24,Tumkur,789,Sira,29,KARNATAKA,571,Tumkur,140,Arecanut(Betelnut/Supari),Other,,9000,46000,43255,2022-01-03
56027181,KK,Karnataka,26,Udupi,519,Karkala,29,KARNATAKA,569,Udupi,140,Arecanut(Betelnut/Supari),"New Variety",,40000,45000,43000,2022-01-03
56027182,KK,Karnataka,26,Udupi,845,Kundapura,29,KARNATAKA,569,Udupi,140,Arecanut(Betelnut/Supari),Ripe,,38000,44000,42500,2022-01-03
56041453,KK,Karnataka,6,Davangere,749,Channagiri,29,KARNATAKA,567,Davanagere,140,Arecanut(Betelnut/Supari),Rashi,,45899,47539,46556,2022-01-04
56041454,KK,Karnataka,15,Chikmagalur,739,Koppa,29,KARNATAKA,570,Chikmagalur,140,Arecanut(Betelnut/Supari),Bette,,48399,51772,50499,2022-01-04
56041455,KK,Karnataka,15,Chikmagalur,739,Koppa,29,KARNATAKA,570,Chikmagalur,140,Arecanut(Betelnut/Supari),Saraku,,56899,70310,62699,2022-01-04
56041456,KK,Karnataka,15,Chikmagalur,739,Koppa,29,KARNATAKA,570,Chikmagalur,140,Arecanut(Betelnut/Supari),Gorabalu,,34809,37610,36099,2022-01-04
56041457,KK,Karnataka,15,Chikmagalur,739,Koppa,29,KARNATAKA,570,Chikmagalur,140,Arecanut(Betelnut/Supari),Rashi,,43099,48109,47099,2022-01-04
56041458,KK,Karnataka,16,Chitradurga,741,Chitradurga,29,KARNATAKA,566,Chitradurga,140,Arecanut(Betelnut/Supari),api,,46419,46829,46600,2022-01-04
56041459,KK,Karnataka,16,Chitradurga,741,Chitradurga,29,KARNATAKA,566,Chitradurga,140,Arecanut(Betelnut/Supari),Kempugotu,,33100,33500,33300,2022-01-04
56041460,KK,Karnataka,16,Chitradurga,741,Chitradurga,29,KARNATAKA,566,Chitradurga,140,Arecanut(Betelnut/Supari),Bette,,39449,39889,39669,2022-01-04
56041461,KK,Karnataka,16,Chitradurga,741,Chitradurga,29,KARNATAKA,566,Chitradurga,140,Arecanut(Betelnut/Supari),Rashi,,45939,46379,46159,2022-01-04
56041462,KK,Karnataka,19,"Karwar(Uttar Kannad)",794,Siddapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Bilegotu,,26599,38512,34699,2022-01-04
56041463,KK,Karnataka,19,"Karwar(Uttar Kannad)",794,Siddapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Kempugotu,,26099,34099,33789,2022-01-04
56041464,KK,Karnataka,19,"Karwar(Uttar Kannad)",794,Siddapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Cqca,,28612,38109,30312,2022-01-04
56041465,KK,Karnataka,19,"Karwar(Uttar Kannad)",794,Siddapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Tattibettee,,36899,47499,39889,2022-01-04
56041466,KK,Karnataka,19,"Karwar(Uttar Kannad)",794,Siddapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Rashi,,44099,48509,47799,2022-01-04
56041467,KK,Karnataka,19,"Karwar(Uttar Kannad)",794,Siddapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Chali,,46589,48499,48499,2022-01-04
56041468,KK,Karnataka,19,"Karwar(Uttar Kannad)",794,Siddapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Ripe,,32789,40869,37699,2022-01-04
56041469,KK,Karnataka,19,"Karwar(Uttar Kannad)",795,Yellapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Bilegotu,,28299,34629,31899,2022-01-04
56041470,KK,Karnataka,19,"Karwar(Uttar Kannad)",795,Yellapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),api,,53965,54699,54699,2022-01-04
56041471,KK,Karnataka,19,"Karwar(Uttar Kannad)",795,Yellapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Kempugotu,,30399,37899,34699,2022-01-04
56041472,KK,Karnataka,19,"Karwar(Uttar Kannad)",795,Yellapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Cqca,,21899,32899,28109,2022-01-04
56041473,KK,Karnataka,19,"Karwar(Uttar Kannad)",795,Yellapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Tattibettee,,38699,44860,42690,2022-01-04
56041474,KK,Karnataka,19,"Karwar(Uttar Kannad)",795,Yellapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Rashi,,45779,52894,49792,2022-01-04
56041475,KK,Karnataka,19,"Karwar(Uttar Kannad)",795,Yellapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Chali,,38299,49179,48399,2022-01-04
56041476,KK,Karnataka,19,"Karwar(Uttar Kannad)",796,Sirsi,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Bilegotu,,20119,42299,30159,2022-01-04
56041477,KK,Karnataka,19,"Karwar(Uttar Kannad)",796,Sirsi,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Bette,,23299,46891,40620,2022-01-04
56041478,KK,Karnataka,19,"Karwar(Uttar Kannad)",796,Sirsi,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Rashi,,35909,48799,47251,2022-01-04
56041479,KK,Karnataka,19,"Karwar(Uttar Kannad)",796,Sirsi,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Chali,,34759,49409,48830,2022-01-04
56041480,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",744,Mangalore,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),Cqca,,16000,33000,31500,2022-01-04
56041481,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",745,Puttur,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),Cqca,,11000,26000,18500,2022-01-04
56041482,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",745,Puttur,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),"New Variety",,27500,45000,36250,2022-01-04
56041483,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",747,Belthangdi,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),"New Variety",,33600,44000,40000,2022-01-04
56041484,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",748,Bantwala,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),Cqca,,12500,25000,22500,2022-01-04
56041485,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",748,Bantwala,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),"New Variety",,27500,45000,42000,2022-01-04
56041486,KK,Karnataka,23,Shimoga,781,Shimoga,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Bette,,48099,53899,52200,2022-01-04
56041487,KK,Karnataka,23,Shimoga,781,Shimoga,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Saraku,,54100,75000,65600,2022-01-04
56041488,KK,Karnataka,23,Shimoga,781,Shimoga,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Gorabalu,,19159,36669,34200,2022-01-04
56041489,KK,Karnataka,23,Shimoga,781,Shimoga,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Rashi,,43089,47299,46500,2022-01-04
56041490,KK,Karnataka,23,Shimoga,782,Sagar,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Sippegotu,,5890,24689,23279,2022-01-04
56041491,KK,Karnataka,23,Shimoga,782,Sagar,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Bilegotu,,19869,32699,19869,2022-01-04
56041492,KK,Karnataka,23,Shimoga,782,Sagar,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Kempugotu,,35299,36899,35299,2022-01-04
56041493,KK,Karnataka,23,Shimoga,782,Sagar,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Cqca,,20786,36509,20786,2022-01-04
56041494,KK,Karnataka,23,Shimoga,782,Sagar,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Rashi,,44009,46999,44699,2022-01-04
56041495,KK,Karnataka,23,Shimoga,782,Sagar,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Chali,,41869,44599,41869,2022-01-04
56041496,KK,Karnataka,23,Shimoga,783,Bhadravathi,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Rashi,,44099,47299,46566,2022-01-04
56041497,KK,Karnataka,26,Udupi,519,Karkala,29,KARNATAKA,569,Udupi,140,Arecanut(Betelnut/Supari),"New Variety",,40000,45000,43000,2022-01-04
56041498,KK,Karnataka,26,Udupi,845,Kundapura,29,KARNATAKA,569,Udupi,140,Arecanut(Betelnut/Supari),Ripe,,38000,44000,42500,2022-01-04
56055328,KK,Karnataka,6,Davangere,509,Honnali,29,KARNATAKA,567,Davanagere,140,Arecanut(Betelnut/Supari),Rashi,Medium,47400,47400,47400,2022-01-05
56055329,KK,Karnataka,15,Chikmagalur,739,Koppa,29,KARNATAKA,570,Chikmagalur,140,Arecanut(Betelnut/Supari),Gorabalu,,35099,35099,35099,2022-01-05
56055330,KK,Karnataka,15,Chikmagalur,739,Koppa,29,KARNATAKA,570,Chikmagalur,140,Arecanut(Betelnut/Supari),Rashi,,46199,46899,46199,2022-01-05
56055331,KK,Karnataka,18,Hassan,4400,Arakalgud,29,KARNATAKA,574,Hassan,140,Arecanut(Betelnut/Supari),Other,,24500,24500,24500,2022-01-05
56055332,KK,Karnataka,19,"Karwar(Uttar Kannad)",792,Kumta,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Cqca,,18109,29999,28979,2022-01-05
56055333,KK,Karnataka,19,"Karwar(Uttar Kannad)",792,Kumta,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Chippu,,24509,36109,35269,2022-01-05
56055334,KK,Karnataka,19,"Karwar(Uttar Kannad)",792,Kumta,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Factory,,13509,19169,18869,2022-01-05
56055335,KK,Karnataka,19,"Karwar(Uttar Kannad)",792,Kumta,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Ripe,,37109,42010,41809,2022-01-05
56055336,KK,Karnataka,19,"Karwar(Uttar Kannad)",794,Siddapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Bilegotu,,26799,36819,27699,2022-01-05
56055337,KK,Karnataka,19,"Karwar(Uttar Kannad)",794,Siddapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Kempugotu,,30099,34099,33199,2022-01-05
56055338,KK,Karnataka,19,"Karwar(Uttar Kannad)",794,Siddapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Cqca,,24299,32299,28799,2022-01-05
56055339,KK,Karnataka,19,"Karwar(Uttar Kannad)",794,Siddapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Tattibettee,,29099,41869,38189,2022-01-05
56055340,KK,Karnataka,19,"Karwar(Uttar Kannad)",794,Siddapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Rashi,,45099,48599,47909,2022-01-05
56055341,KK,Karnataka,19,"Karwar(Uttar Kannad)",794,Siddapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Chali,,47489,48899,48319,2022-01-05
56055342,KK,Karnataka,19,"Karwar(Uttar Kannad)",794,Siddapur,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Ripe,,31599,38099,34399,2022-01-05
56055343,KK,Karnataka,19,"Karwar(Uttar Kannad)",796,Sirsi,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Bilegotu,,22109,42399,28342,2022-01-05
56055344,KK,Karnataka,19,"Karwar(Uttar Kannad)",796,Sirsi,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Bette,,35109,46899,46653,2022-01-05
56055345,KK,Karnataka,19,"Karwar(Uttar Kannad)",796,Sirsi,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Rashi,,32609,48769,47204,2022-01-05
56055346,KK,Karnataka,19,"Karwar(Uttar Kannad)",796,Sirsi,29,KARNATAKA,563,"Uttara Kannada",140,Arecanut(Betelnut/Supari),Chali,,33069,49299,48948,2022-01-05
56055347,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",744,Mangalore,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),Cqca,,26000,31000,30000,2022-01-05
56055348,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",745,Puttur,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),Cqca,,11000,26000,18500,2022-01-05
56055349,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",745,Puttur,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),"New Variety",,27500,45000,36250,2022-01-05
56055350,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",747,Belthangdi,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),"New Variety",,31000,44000,40000,2022-01-05
56055351,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",748,Bantwala,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),Cqca,,12500,25000,22500,2022-01-05
56055352,KK,Karnataka,22,"Mangalore(Dakshin Kannad)",748,Bantwala,29,KARNATAKA,575,"Dakshina Kannada",140,Arecanut(Betelnut/Supari),"New Variety",,27500,45000,42000,2022-01-05
56055353,KK,Karnataka,23,Shimoga,781,Shimoga,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Bette,,48523,53310,51219,2022-01-05
56055354,KK,Karnataka,23,Shimoga,781,Shimoga,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Saraku,,51400,73909,66900,2022-01-05
56055355,KK,Karnataka,23,Shimoga,781,Shimoga,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Gorabalu,,17400,36059,34009,2022-01-05
56055356,KK,Karnataka,23,Shimoga,781,Shimoga,29,KARNATAKA,568,Shimoga,140,Arecanut(Betelnut/Supari),Rashi,,43599,47269,46500,2022-01-05
56055357,KK,Karnataka,24,Tumkur,784,Tumkur,29,KARNATAKA,571,Tumkur,140,Arecanut(Betelnut/Supari),Rashi,,45600,46800,46100,2022-01-05
